[2021-12-20 13:21:49.362] [exthost] [info] Extension host with pid 1217 started
[2021-12-20 13:21:49.418] [exthost] [info] Lock '/var/www/.vscode-server/data/User/workspaceStorage/40d9a2f1d021964133be52b46957053c/vscode.lock': Lock acquired.
[2021-12-20 13:21:49.458] [exthost] [info] ExtensionService#_doActivateExtension vscode.css-language-features, startup: false, activationEvent: 'onLanguage:scss'
[2021-12-20 13:21:49.515] [exthost] [info] ExtensionService#_doActivateExtension vscode.debug-auto-launch, startup: true, activationEvent: '*'
[2021-12-20 13:21:49.521] [exthost] [info] ExtensionService#_doActivateExtension vscode.git-base, startup: true, activationEvent: '*', root cause: vscode.github
[2021-12-20 13:21:49.530] [exthost] [info] ExtensionService#_doActivateExtension HookyQR.beautify, startup: true, activationEvent: '*'
[2021-12-20 13:21:49.606] [exthost] [info] ExtensionService#_doActivateExtension mblode.twig-language, startup: true, activationEvent: '*'
[2021-12-20 13:21:49.703] [exthost] [info] ExtensionService#_doActivateExtension vscode.git, startup: true, activationEvent: '*'
[2021-12-20 13:21:49.813] [exthost] [info] ExtensionService#_doActivateExtension vscode.github, startup: true, activationEvent: '*'
[2021-12-20 13:21:49.959] [exthost] [info] ExtensionService#_doActivateExtension vscode.emmet, startup: false, activationEvent: 'onStartupFinished'
[2021-12-20 13:21:49.987] [exthost] [info] ExtensionService#_doActivateExtension vscode.merge-conflict, startup: false, activationEvent: 'onStartupFinished'
[2021-12-20 13:21:49.995] [exthost] [info] Eager extensions activated
[2021-12-20 13:21:51.147] [exthost] [error] {"message":"Git error","stdout":"","stderr":"fatal: pathspec '/var/www/html/vendor/shopware/platform/src/Storefront/Resources/theme.json' is beyond a symbolic link\n","exitCode":128}
[2021-12-20 13:21:51.147] [exthost] [error] {"message":"Git error","stdout":"","stderr":"fatal: pathspec '/var/www/html/vendor/shopware/platform/src/Storefront/Resources/theme.json' is beyond a symbolic link\n","exitCode":128}
[2021-12-20 13:21:51.147] [exthost] [error] {"message":"Git error","stdout":"","stderr":"fatal: pathspec '/var/www/html/vendor/shopware/platform/src/Storefront/Resources/theme.json' is beyond a symbolic link\n","exitCode":128}
[2021-12-20 13:21:51.147] [exthost] [error] {"message":"Git error","stdout":"","stderr":"fatal: pathspec '/var/www/html/vendor/shopware/platform/src/Storefront/Resources/theme.json' is beyond a symbolic link\n","exitCode":128}
[2021-12-20 13:21:51.147] [exthost] [error] {"message":"Git error","stdout":"","stderr":"fatal: pathspec '/var/www/html/vendor/shopware/platform/src/Storefront/Resources/theme.json' is beyond a symbolic link\n","exitCode":128}
[2021-12-20 13:21:51.147] [exthost] [error] {"message":"Git error","stdout":"","stderr":"fatal: pathspec '/var/www/html/vendor/shopware/platform/src/Storefront/Resources/theme.json' is beyond a symbolic link\n","exitCode":128}
[2021-12-20 13:21:51.147] [exthost] [error] {"message":"Git error","stdout":"","stderr":"fatal: pathspec '/var/www/html/vendor/shopware/platform/src/Storefront/Resources/theme.json' is beyond a symbolic link\n","exitCode":128}
